"Year","Month","Temp","Precip"
2012,4,10.6467002559949,84.9750126581057
2012,5,15.5427593242684,150.600011064671
2012,6,18.60605549181,49.3000063695945
2012,7,16.6735921588686,174.249998147388
2012,8,19.5872965892577,127.57500213047
2012,9,16.1178119885177,110.625002393863
2012,10,11.6648112771215,89.6249975929095
2012,11,6.8543639813315,100.600006055902
2012,12,4.7396059627802,52.4250035639852
2013,1,1.25013725415098,40.1250036826241
2013,2,4.62484105137679,105.474997451529
2013,3,6.7762436050062,72.4999987563933
2013,4,10.686336919909,84.9750126581057
2013,5,15.5823959881825,150.600011064671
2013,6,18.6456921557241,49.3000063695945
2013,7,16.7132288227827,174.249998147388
2013,8,19.6269332531719,127.57500213047
2013,9,16.1574486524318,110.625002393863
2013,10,11.7044479410357,89.6249975929095
2013,11,6.89400064524562,100.600006055902
2013,12,4.77924262669432,52.4250035639852
2014,1,1.2897739180651,40.1250036826241
2014,2,4.66447771529092,105.474997451529
2014,3,6.81588026892033,72.4999987563933
2014,4,10.7259735838231,84.9750126581057
2014,5,15.6220326520966,150.600011064671
2014,6,18.6853288196382,49.3000063695945
2014,7,16.7528654866968,174.249998147388
2014,8,19.666569917086,127.57500213047
2014,9,16.1970853163459,110.625002393863
2014,10,11.7440846049498,89.6249975929095
2014,11,6.93363730915974,100.600006055902
2014,12,4.81887929060844,52.4250035639852
2015,1,1.32941058197922,40.1250036826241
2015,2,4.70411437920503,105.474997451529
2015,3,6.85551693283444,72.4999987563933
2015,4,10.7656102477372,84.9750126581057
2015,5,15.6616693160107,150.600011064671
2015,6,18.7249654835523,49.3000063695945
2015,7,16.7925021506109,174.249998147388
2015,8,19.7062065810001,127.57500213047
2015,9,16.23672198026,110.625002393863
2015,10,11.7837212688639,89.6249975929095
2015,11,6.97327397307386,100.600006055902
2015,12,4.85851595452256,52.4250035639852
2016,1,1.36904724589334,40.1250036826241
2016,2,4.74375104311916,105.474997451529
2016,3,6.89515359674857,72.4999987563933
2016,4,10.8052469116514,84.9750126581057
2016,5,15.7013059799249,150.600011064671
2016,6,18.7646021474665,49.3000063695945
2016,7,16.832138814525,174.249998147388
2016,8,19.7458432449142,127.57500213047
2016,9,16.2763586441742,110.625002393863
2016,10,11.823357932778,89.6249975929095
2016,11,7.01291063698798,100.600006055902
2016,12,4.89815261843668,52.4250035639852
2017,1,1.40868390980746,40.1250036826241
2017,2,4.78338770703327,105.474997451529
2017,3,6.93479026066269,72.4999987563933
2017,4,10.8448835755655,84.9750126581057
2017,5,15.740942643839,150.600011064671
2017,6,18.8042388113806,49.3000063695945
2017,7,16.8717754784392,174.249998147388
2017,8,19.7854799088284,127.57500213047
2017,9,16.3159953080883,110.625002393863
2017,10,11.8629945966921,89.6249975929095
2017,11,7.0525473009021,100.600006055902
2017,12,4.9377892823508,52.4250035639852
2018,1,1.44832057372158,40.1250036826241
2018,2,4.8230243709474,105.474997451529
2018,3,6.97442692457681,72.4999987563933
2018,4,10.8845202394796,84.9750126581057
2018,5,15.7805793077531,150.600011064671
2018,6,18.8438754752947,49.3000063695945
2018,7,16.9114121423533,174.249998147388
2018,8,19.8251165727425,127.57500213047
2018,9,16.3556319720024,110.625002393863
2018,10,11.9026312606063,89.6249975929095
2018,11,7.09218396481622,100.600006055902
2018,12,4.97742594626492,52.4250035639852
2019,1,1.4879572376357,40.1250036826241
2019,2,4.86266103486151,105.474997451529
2019,3,7.01406358849093,72.4999987563933
2019,4,10.9241569033937,84.9750126581057
2019,5,15.8202159716672,150.600011064671
2019,6,18.8835121392088,49.3000063695945
2019,7,16.9510488062674,174.249998147388
2019,8,19.8647532366566,127.57500213047
2019,9,16.3952686359165,110.625002393863
2019,10,11.9422679245204,89.6249975929095
2019,11,7.13182062873034,100.600006055902
2019,12,5.01706261017904,52.4250035639852
2020,1,1.52759390154982,40.1250036826241
2020,2,4.90229769877564,105.474997451529
2020,3,7.05370025240505,72.4999987563933
2020,4,10.9637935673078,84.9750126581057
2020,5,15.8598526355813,150.600011064671
2020,6,18.9231488031229,49.3000063695945
2020,7,16.9906854701815,174.249998147388
2020,8,19.9043899005707,127.57500213047
2020,9,16.4349052998306,110.625002393863
2020,10,11.9819045884345,89.6249975929095
2020,11,7.17145729264447,100.600006055902
2020,12,5.05669927409316,52.4250035639852
2021,1,1.56723056546394,40.1250036826241
2021,2,4.94193436268975,105.474997451529
2021,3,7.09333691631917,72.4999987563933
2021,4,11.003430231222,84.9750126581057
2021,5,15.8994892994955,150.600011064671
2021,6,18.9627854670371,49.3000063695945
2021,7,17.0303221340957,174.249998147388
2021,8,19.9440265644848,127.57500213047
2021,9,16.4745419637448,110.625002393863
2021,10,12.0215412523486,89.6249975929095
2021,11,7.21109395655858,100.600006055902
2021,12,5.09633593800728,52.4250035639852
2022,1,1.60686722937807,40.1250036826241
2022,2,4.98157102660388,105.474997451529
2022,3,7.13297358023329,72.4999987563933
2022,4,11.0430668951361,84.9750126581057
2022,5,15.9391259634096,150.600011064671
2022,6,19.0024221309512,49.3000063695945
2022,7,17.0699587980098,174.249998147388
2022,8,19.983663228399,127.57500213047
2022,9,16.5141786276589,110.625002393863
2022,10,12.0611779162627,89.6249975929095
2022,11,7.25073062047271,100.600006055902
2022,12,5.1359726019214,52.4250035639852
2023,1,1.64650389329218,40.1250036826241
2023,2,5.021207690518,105.474997451529
2023,3,7.17261024414741,72.4999987563933
2023,4,11.0827035590502,84.9750126581057
2023,5,15.9787626273237,150.600011064671
2023,6,19.0420587948653,49.3000063695945
2023,7,17.1095954619239,174.249998147388
2023,8,20.0232998923131,127.57500213047
2023,9,16.553815291573,110.625002393863
2023,10,12.1008145801769,89.6249975929095
2023,11,7.29036728438682,100.600006055902
2023,12,5.17560926583552,52.4250035639852
2024,1,1.68614055720631,40.1250036826241
2024,2,5.06084435443212,105.474997451529
2024,3,7.21224690806154,72.4999987563933
2024,4,11.1223402229643,84.9750126581057
2024,5,16.0183992912378,150.600011064671
2024,6,19.0816954587794,49.3000063695945
2024,7,17.149232125838,174.249998147388
2024,8,20.0629365562272,127.57500213047
2024,9,16.5934519554871,110.625002393863
2024,10,12.140451244091,89.6249975929095
2024,11,7.33000394830095,100.600006055902
2024,12,5.21524592974964,52.4250035639852
2025,1,1.72577722112042,40.1250036826241
2025,2,5.10048101834624,105.474997451529
2025,3,7.25188357197565,72.4999987563933
2025,4,11.1619768868784,84.9750126581057
2025,5,16.0580359551519,150.600011064671
2025,6,19.1213321226936,49.3000063695945
2025,7,17.1888687897521,174.249998147388
2025,8,20.1025732201413,127.57500213047
2025,9,16.6330886194012,110.625002393863
2025,10,12.1800879080051,89.6249975929095
2025,11,7.36964061221506,100.600006055902
2025,12,5.25488259366376,52.4250035639852
2026,1,1.76541388503455,40.1250036826241
2026,2,5.14011768226036,105.474997451529
2026,3,7.29152023588978,72.4999987563933
2026,4,11.2016135507926,84.9750126581057
2026,5,16.0976726190661,150.600011064671
2026,6,19.1609687866077,49.3000063695945
2026,7,17.2285054536663,174.249998147388
2026,8,20.1422098840554,127.57500213047
2026,9,16.6727252833154,110.625002393863
2026,10,12.2197245719192,89.6249975929095
2026,11,7.40927727612919,100.600006055902
2026,12,5.29451925757788,52.4250035639852
2027,1,1.80505054894866,40.1250036826241
2027,2,5.17975434617448,105.474997451529
2027,3,7.33115689980389,72.4999987563933
2027,4,11.2412502147067,84.9750126581057
2027,5,16.1373092829802,150.600011064671
2027,6,19.2006054505218,49.3000063695945
2027,7,17.2681421175804,174.249998147388
2027,8,20.1818465479696,127.57500213047
2027,9,16.7123619472295,110.625002393863
2027,10,12.2593612358333,89.6249975929095
2027,11,7.4489139400433,100.600006055902
2027,12,5.334155921492,52.4250035639852
2028,1,1.84468721286279,40.1250036826241
2028,2,5.2193910100886,105.474997451529
2028,3,7.37079356371802,72.4999987563933
2028,4,11.2808868786208,84.9750126581057
2028,5,16.1769459468943,150.600011064671
2028,6,19.2402421144359,49.3000063695945
2028,7,17.3077787814945,174.249998147388
2028,8,20.2214832118837,127.57500213047
2028,9,16.7519986111436,110.625002393863
2028,10,12.2989978997475,89.6249975929095
2028,11,7.48855060395743,100.600006055902
2028,12,5.37379258540612,52.4250035639852
2029,1,1.88432387677691,40.1250036826241
2029,2,5.25902767400272,105.474997451529
2029,3,7.41043022763213,72.4999987563933
2029,4,11.3205235425349,84.9750126581057
2029,5,16.2165826108084,150.600011064671
2029,6,19.27987877835,49.3000063695945
2029,7,17.3474154454086,174.249998147388
2029,8,20.2611198757978,127.57500213047
2029,9,16.7916352750577,110.625002393863
2029,10,12.3386345636616,89.6249975929095
2029,11,7.52818726787155,100.600006055902
2029,12,5.41342924932025,52.4250035639852
2030,1,1.92396054069103,40.1250036826241
2030,2,5.29866433791685,105.474997451529
2030,3,7.45006689154626,72.4999987563933
2030,4,11.360160206449,84.9750126581057
2030,5,16.2562192747225,150.600011064671
2030,6,19.3195154422642,49.3000063695945
2030,7,17.3870521093227,174.249998147388
2030,8,20.3007565397119,127.57500213047
2030,9,16.8312719389719,110.625002393863
2030,10,12.3782712275757,89.6249975929095
2030,11,7.56782393178567,100.600006055902
2030,12,5.45306591323436,52.4250035639852
2031,1,1.96359720460515,40.1250036826241
2031,2,5.33830100183096,105.474997451529
2031,3,7.48970355546038,72.4999987563933
2031,4,11.3997968703632,84.9750126581057
2031,5,16.2958559386367,150.600011064671
2031,6,19.3591521061783,49.3000063695945
2031,7,17.4266887732369,174.249998147388
2031,8,20.340393203626,127.57500213047
2031,9,16.870908602886,110.625002393863
2031,10,12.4179078914898,89.6249975929095
2031,11,7.60746059569979,100.600006055902
2031,12,5.49270257714849,52.4250035639852
2032,1,2.00323386851927,40.1250036826241
2032,2,5.37793766574509,105.474997451529
2032,3,7.5293402193745,72.4999987563933
2032,4,11.4394335342773,84.9750126581057
2032,5,16.3354926025508,150.600011064671
2032,6,19.3987887700924,49.3000063695945
2032,7,17.466325437151,174.249998147388
2032,8,20.3800298675402,127.57500213047
2032,9,16.9105452668001,110.625002393863
2032,10,12.457544555404,89.6249975929095
2032,11,7.64709725961391,100.600006055902
2032,12,5.5323392410626,52.4250035639852
2033,1,2.04287053243339,40.1250036826241
2033,2,5.4175743296592,105.474997451529
2033,3,7.56897688328862,72.4999987563933
2033,4,11.4790701981914,84.9750126581057
2033,5,16.3751292664649,150.600011064671
2033,6,19.4384254340065,49.3000063695945
2033,7,17.5059621010651,174.249998147388
2033,8,20.4196665314543,127.57500213047
2033,9,16.9501819307142,110.625002393863
2033,10,12.4971812193181,89.6249975929095
2033,11,7.68673392352803,100.600006055902
2033,12,5.57197590497673,52.4250035639852
2034,1,2.08250719634751,40.1250036826241
2034,2,5.45721099357333,105.474997451529
2034,3,7.60861354720274,72.4999987563933
2034,4,11.5187068621055,84.9750126581057
2034,5,16.414765930379,150.600011064671
2034,6,19.4780620979206,49.3000063695945
2034,7,17.5455987649792,174.249998147388
2034,8,20.4593031953684,127.57500213047
2034,9,16.9898185946283,110.625002393863
2034,10,12.5368178832322,89.6249975929095
2034,11,7.72637058744215,100.600006055902
2034,12,5.61161256889084,52.4250035639852
2035,1,2.12214386026163,40.1250036826241
2035,2,5.49684765748744,105.474997451529
2035,3,7.64825021111686,72.4999987563933
2035,4,11.5583435260196,84.9750126581057
2035,5,16.4544025942932,150.600011064671
2035,6,19.5176987618348,49.3000063695945
2035,7,17.5852354288933,174.249998147388
2035,8,20.4989398592825,127.57500213047
2035,9,17.0294552585425,110.625002393863
2035,10,12.5764545471463,89.6249975929095
2035,11,7.76600725135627,100.600006055902
2035,12,5.65124923280497,52.4250035639852
2036,1,2.16178052417575,40.1250036826241
2036,2,5.53648432140157,105.474997451529
2036,3,7.68788687503098,72.4999987563933
2036,4,11.5979801899338,84.9750126581057
2036,5,16.4940392582073,150.600011064671
2036,6,19.5573354257489,49.3000063695945
2036,7,17.6248720928075,174.249998147388
2036,8,20.5385765231966,127.57500213047
2036,9,17.0690919224566,110.625002393863
2036,10,12.6160912110604,89.6249975929095
2036,11,7.80564391527039,100.600006055902
2036,12,5.69088589671909,52.4250035639852
2037,1,2.20141718808987,40.1250036826241
2037,2,5.57612098531568,105.474997451529
2037,3,7.7275235389451,72.4999987563933
2037,4,11.6376168538479,84.9750126581057
2037,5,16.5336759221214,150.600011064671
2037,6,19.596972089663,49.3000063695945
2037,7,17.6645087567216,174.249998147388
2037,8,20.5782131871108,127.57500213047
2037,9,17.1087285863707,110.625002393863
2037,10,12.6557278749746,89.6249975929095
2037,11,7.84528057918451,100.600006055902
2037,12,5.73052256063321,52.4250035639852
2038,1,2.241053852004,40.1250036826241
2038,2,5.61575764922981,105.474997451529
2038,3,7.76716020285922,72.4999987563933
2038,4,11.677253517762,84.9750126581057
2038,5,16.5733125860355,150.600011064671
2038,6,19.6366087535771,49.3000063695945
2038,7,17.7041454206357,174.249998147388
2038,8,20.6178498510249,127.57500213047
2038,9,17.1483652502848,110.625002393863
2038,10,12.6953645388887,89.6249975929095
2038,11,7.88491724309864,100.600006055902
2038,12,5.77015922454733,52.4250035639852
2039,1,2.28069051591811,40.1250036826241
2039,2,5.65539431314393,105.474997451529
2039,3,7.80679686677334,72.4999987563933
2039,4,11.7168901816761,84.9750126581057
2039,5,16.6129492499496,150.600011064671
2039,6,19.6762454174912,49.3000063695945
2039,7,17.7437820845498,174.249998147388
2039,8,20.657486514939,127.57500213047
2039,9,17.1880019141989,110.625002393863
2039,10,12.7350012028028,89.6249975929095
2039,11,7.92455390701275,100.600006055902
2039,12,5.80979588846145,52.4250035639852
2040,1,2.32032717983224,40.1250036826241
2040,2,5.69503097705805,105.474997451529
2040,3,7.84643353068746,72.4999987563933
2040,4,11.7565268455902,84.9750126581057
2040,5,16.6525859138638,150.600011064671
2040,6,19.7158820814054,49.3000063695945
2040,7,17.7834187484639,174.249998147388
2040,8,20.6971231788531,127.57500213047
2040,9,17.2276385781131,110.625002393863
2040,10,12.7746378667169,89.6249975929095
2040,11,7.96419057092687,100.600006055902
2040,12,5.84943255237557,52.4250035639852
2041,1,2.35996384374635,40.1250036826241
2041,2,5.73466764097217,105.474997451529
2041,3,7.88607019460158,72.4999987563933
2041,4,11.7961635095044,84.9750126581057
2041,5,16.6922225777779,150.600011064671
2041,6,19.7555187453195,49.3000063695945
2041,7,17.8230554123781,174.249998147388
2041,8,20.7367598427672,127.57500213047
2041,9,17.2672752420272,110.625002393863
2041,10,12.814274530631,89.6249975929095
2041,11,8.00382723484099,100.600006055902
2041,12,5.88906921628969,52.4250035639852
2042,1,2.39960050766048,40.1250036826241
2042,2,5.77430430488629,105.474997451529
2042,3,7.9257068585157,72.4999987563933
2042,4,11.8358001734185,84.9750126581057
2042,5,16.731859241692,150.600011064671
2042,6,19.7951554092336,49.3000063695945
2042,7,17.8626920762922,174.249998147388
2042,8,20.7763965066814,127.57500213047
2042,9,17.3069119059413,110.625002393863
2042,10,12.8539111945452,89.6249975929095
2042,11,8.04346389875512,100.600006055902
2042,12,5.92870588020381,52.4250035639852
2043,1,2.43923717157459,40.1250036826241
2043,2,5.81394096880041,105.474997451529
2043,3,7.96534352242982,72.4999987563933
2043,4,11.8754368373326,84.9750126581057
2043,5,16.7714959056061,150.600011064671
2043,6,19.8347920731477,49.3000063695945
2043,7,17.9023287402063,174.249998147388
2043,8,20.8160331705955,127.57500213047
2043,9,17.3465485698554,110.625002393863
2043,10,12.8935478584593,89.6249975929095
2043,11,8.08310056266923,100.600006055902
2043,12,5.96834254411793,52.4250035639852
2044,1,2.47887383548872,40.1250036826241
2044,2,5.85357763271453,105.474997451529
2044,3,8.00498018634395,72.4999987563933
2044,4,11.9150735012467,84.9750126581057
2044,5,16.8111325695202,150.600011064671
2044,6,19.8744287370618,49.3000063695945
2044,7,17.9419654041204,174.249998147388
2044,8,20.8556698345096,127.57500213047
2044,9,17.3861852337695,110.625002393863
2044,10,12.9331845223734,89.6249975929095
2044,11,8.12273722658335,100.600006055902
2044,12,6.00797920803205,52.4250035639852
2045,1,2.51851049940284,40.1250036826241
2045,2,5.89321429662865,105.474997451529
2045,3,8.04461685025806,72.4999987563933
2045,4,11.9547101651609,84.9750126581057
2045,5,16.8507692334344,150.600011064671
2045,6,19.914065400976,49.3000063695945
2045,7,17.9816020680345,174.249998147388
2045,8,20.8953064984237,127.57500213047
2045,9,17.4258218976837,110.625002393863
2045,10,12.9728211862875,89.6249975929095
2045,11,8.16237389049748,100.600006055902
2045,12,6.04761587194618,52.4250035639852
2046,1,2.55814716331696,40.1250036826241
2046,2,5.93285096054277,105.474997451529
2046,3,8.08425351417218,72.4999987563933
2046,4,11.994346829075,84.9750126581057
2046,5,16.8904058973485,150.600011064671
2046,6,19.9537020648901,49.3000063695945
2046,7,18.0212387319487,174.249998147388
2046,8,20.9349431623378,127.57500213047
2046,9,17.4654585615978,110.625002393863
2046,10,13.0124578502016,89.6249975929095
2046,11,8.20201055441159,100.600006055902
2046,12,6.08725253586029,52.4250035639852
2047,1,2.59778382723108,40.1250036826241
2047,2,5.97248762445689,105.474997451529
2047,3,8.1238901780863,72.4999987563933
2047,4,12.0339834929891,84.9750126581057
2047,5,16.9300425612626,150.600011064671
2047,6,19.9933387288042,49.3000063695945
2047,7,18.0608753958628,174.249998147388
2047,8,20.974579826252,127.57500213047
2047,9,17.5050952255119,110.625002393863
2047,10,13.0520945141158,89.6249975929095
2047,11,8.24164721832572,100.600006055902
2047,12,6.12688919977442,52.4250035639852
2048,1,2.6374204911452,40.1250036826241
2048,2,6.01212428837102,105.474997451529
2048,3,8.16352684200042,72.4999987563933
2048,4,12.0736201569032,84.9750126581057
2048,5,16.9696792251767,150.600011064671
2048,6,20.0329753927183,49.3000063695945
2048,7,18.1005120597769,174.249998147388
2048,8,21.0142164901661,127.57500213047
2048,9,17.544731889426,110.625002393863
2048,10,13.0917311780299,89.6249975929095
2048,11,8.28128388223983,100.600006055902
2048,12,6.16652586368853,52.4250035639852
2049,1,2.67705715505932,40.1250036826241
2049,2,6.05176095228513,105.474997451529
2049,3,8.20316350591455,72.4999987563933
2049,4,12.1132568208173,84.9750126581057
2049,5,17.0093158890908,150.600011064671
2049,6,20.0726120566325,49.3000063695945
2049,7,18.140148723691,174.249998147388
2049,8,21.0538531540802,127.57500213047
2049,9,17.5843685533402,110.625002393863
2049,10,13.131367841944,89.6249975929095
2049,11,8.32092054615395,100.600006055902
2049,12,6.20616252760265,52.4250035639852
2050,1,2.71669381897343,40.1250036826241
2050,2,6.09139761619925,105.474997451529
2050,3,8.24280016982866,72.4999987563933
2050,4,12.1528934847315,84.9750126581057
2050,5,17.048952553005,150.600011064671
2050,6,20.1122487205466,49.3000063695945
2050,7,18.1797853876051,174.249998147388
2050,8,21.0934898179943,127.57500213047
2050,9,17.6240052172543,110.625002393863
2050,10,13.1710045058581,89.6249975929095
2050,11,8.36055721006808,100.600006055902
2050,12,6.24579919151678,52.4250035639852
2051,1,2.75633048288757,40.1250036826241
2051,2,6.13103428011338,105.474997451529
2051,3,8.28243683374278,72.4999987563933
2051,4,12.1925301486456,84.9750126581057
2051,5,17.0885892169191,150.600011064671
2051,6,20.1518853844607,49.3000063695945
2051,7,18.2194220515193,174.249998147388
2051,8,21.1331264819084,127.57500213047
2051,9,17.6636418811684,110.625002393863
2051,10,13.2106411697722,89.6249975929095
2051,11,8.4001938739822,100.600006055902
2051,12,6.2854358554309,52.4250035639852
2052,1,2.79596714680168,40.1250036826241
2052,2,6.1706709440275,105.474997451529
2052,3,8.32207349765691,72.4999987563933
2052,4,12.2321668125597,84.9750126581057
2052,5,17.1282258808332,150.600011064671
2052,6,20.1915220483748,49.3000063695945
2052,7,18.2590587154334,174.249998147388
2052,8,21.1727631458226,127.57500213047
2052,9,17.7032785450825,110.625002393863
2052,10,13.2502778336864,89.6249975929095
2052,11,8.43983053789632,100.600006055902
2052,12,6.32507251934502,52.4250035639852
2053,1,2.8356038107158,40.1250036826241
2053,2,6.21030760794161,105.474997451529
2053,3,8.36171016157103,72.4999987563933
2053,4,12.2718034764738,84.9750126581057
2053,5,17.1678625447473,150.600011064671
2053,6,20.2311587122889,49.3000063695945
2053,7,18.2986953793475,174.249998147388
2053,8,21.2123998097367,127.57500213047
2053,9,17.7429152089966,110.625002393863
2053,10,13.2899144976005,89.6249975929095
2053,11,8.47946720181043,100.600006055902
2053,12,6.36470918325913,52.4250035639852
2054,1,2.87524047462992,40.1250036826241
2054,2,6.24994427185573,105.474997451529
2054,3,8.40134682548515,72.4999987563933
2054,4,12.3114401403879,84.9750126581057
2054,5,17.2074992086614,150.600011064671
2054,6,20.2707953762031,49.3000063695945
2054,7,18.3383320432616,174.249998147388
2054,8,21.2520364736508,127.57500213047
2054,9,17.7825518729108,110.625002393863
2054,10,13.3295511615146,89.6249975929095
2054,11,8.51910386572457,100.600006055902
2054,12,6.40434584717327,52.4250035639852
2055,1,2.91487713854405,40.1250036826241
2055,2,6.28958093576987,105.474997451529
2055,3,8.44098348939926,72.4999987563933
2055,4,12.3510768043021,84.9750126581057
2055,5,17.2471358725756,150.600011064671
2055,6,20.3104320401172,49.3000063695945
2055,7,18.3779687071757,174.249998147388
2055,8,21.2916731375649,127.57500213047
2055,9,17.8221885368249,110.625002393863
2055,10,13.3691878254287,89.6249975929095
2055,11,8.55874052963868,100.600006055902
2055,12,6.44398251108738,52.4250035639852
2056,1,2.95451380245817,40.1250036826241
2056,2,6.32921759968398,105.474997451529
2056,3,8.4806201533134,72.4999987563933
2056,4,12.3907134682162,84.9750126581057
2056,5,17.2867725364897,150.600011064671
2056,6,20.3500687040313,49.3000063695945
2056,7,18.4176053710899,174.249998147388
2056,8,21.331309801479,127.57500213047
2056,9,17.861825200739,110.625002393863
2056,10,13.4088244893428,89.6249975929095
2056,11,8.5983771935528,100.600006055902
